food_id,food_name,id,name,"Energy, by calculation,kcal","Total energy - by calculation,kcal","Protein, total,g","Moisture,g","Fat, total,g","Ash,g","Iron,mg","Calcium,mg","Sodium,mg","Carbohydrate, available,g","b-carotene,mcg","Vitamin D (D2+D3),mcg","Magnesium,mg","Niacin,mg","Fatty acids, total monounsaturated,g","Folate, total,mcg","Riboflavin,mg","Copper,mg","Carbohydrate, total,g","Edible portion,%","Potassium,mg","Fatty acids, total omega-3 polyunsaturated,g","Fatty acids, total omega-6 polyunsaturated,g","Retinol,mcg","Alpha-tocopherol,mg","Vitamin B-6, total,mg","Vitamin B-12,mcg","Phosphorus,mg","Vitamin A; retinol activity equivalent,mcg","Fatty acids, total saturated,g","Vitamin C,mg","Cholesterol,mg","Density,g/mL","Fatty acids, total polyunsaturated,g","Thiamin,mg","True protein,g","Selenium,mcg","Dietary fibre,g","Zinc,mg","Sugars, total,g",Source_id
263,มะม่วง,759,"มะม่วงเขียวเสวย, ดิบ",72,NULL,0.69,80,0.13,0.33,0.18,4,2,15.29,94,NULL,9,0.5,0.05,NULL,0.02,0.09,NULL,NULL,143,0.02,0.02,NULL,NULL,NULL,NULL,22,8,0.05,28,NULL,NULL,0.04,0.07,NULL,0.7,3.5,0.1,8.77,1
263,มะม่วง,758,"มะม่วงแก้ว, สุก",90,NULL,0.6,76.7,0.1,0.2,0.35,34,NULL,20.8,1,NULL,NULL,1.1,0.04,NULL,0.06,NULL,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,10,147,0.02,28,NULL,NULL,0.02,0.05,NULL,NULL,1.6,NULL,NULL,1
263,มะม่วง,2069,"มะม่วง, พันธุ์ฟ้าลั่น",70,NULL,0.66,81.2,0,0.22,0.12,6,29,15.77,NULL,NULL,7,0.32,NULL,NULL,0.01,0.08,NULL,NULL,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,0.02,NULL,NULL,2.1,0.1,6.58,1
260,มะม่วงกวน,842,"มะม่วง, กวน",330,NULL,2.83,11.7,0.57,3.07,1.24,26,264,75.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.8,NULL,NULL,1
264,มะม่วงหิมพานต์,1723,"มะม่วงหิมพานต์, เมล็ด, อบเกลือ",613,NULL,20.6,1.1,47.55,2.88,0.59,38,300,23.56,NULL,NULL,NULL,NULL,NULL,NULL,0.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.28,NULL,NULL,4.3,NULL,4.01,1
261,มะม่วงอบแห้ง,846,"มะม่วง, อบแห้ง",314,NULL,1.25,15.6,0.55,1.6,1.1,17,49,71.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,9.8,NULL,58.3,1
262,มะม่วงแช่อิ่ม,844,"มะม่วง, แช่อิ่ม",131,NULL,0.55,63.8,0.15,2.55,0.3,43,504,30.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.3,NULL,NULL,1
265,มะยงชิด,773,"มะยงชิด, สุก",56,NULL,0.45,85.1,0.15,0.3,0.49,2,2,12.4,207,NULL,6,NULL,NULL,NULL,0.04,NULL,NULL,NULL,137,NULL,NULL,NULL,NULL,NULL,NULL,12,17,NULL,25,NULL,NULL,NULL,0.02,NULL,NULL,1.6,0.1,13.33,1
266,มะยม,774,มะยม,NULL,34,0.7,91.7,0.7,0.6,0.4,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.05,NULL,6.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,40,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,1
267,มะละกอสุก,776,"มะละกอ, สุก",37,NULL,0.59,89.4,0.08,0.56,0.4,13,21,7.44,278,NULL,9,0.32,NULL,NULL,0.04,0.03,NULL,NULL,222,NULL,NULL,NULL,NULL,NULL,NULL,16,23,NULL,63,NULL,NULL,NULL,0.03,NULL,1.2,1.9,0.08,9.2,1
267,มะละกอสุก,775,"มะละกอ, ค่อนข้างสุก",NULL,13,0.2,96.6,NULL,0.2,0.3,18,NULL,NULL,198,NULL,NULL,0.2,NULL,NULL,0.1,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,16,NULL,58,NULL,NULL,NULL,0.03,NULL,NULL,NULL,NULL,NULL,1
268,มะเดื่อสด,752,มะเดื่อ,NULL,54,1.5,85.8,0.3,1.1,0.9,56,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,0.92,NULL,11.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,1,NULL,NULL,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,1
269,มะเฟือง,755,มะเฟือง,34,NULL,0.55,89.4,0.1,0.85,0.4,4,11,6.37,22,NULL,6,0.8,NULL,NULL,0.17,0.05,NULL,NULL,98,NULL,NULL,NULL,NULL,NULL,NULL,18,2,NULL,26,NULL,NULL,NULL,0.02,NULL,NULL,2.7,0.21,8.53,1
270,มะเม่า,2017,"มะเม่า,ผล, สด",73,NULL,1.6,73.2,1.1,2.1,0.58,325,11,6.4,NULL,NULL,115,NULL,NULL,NULL,NULL,0.11,NULL,NULL,230,NULL,NULL,NULL,NULL,NULL,NULL,46,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,15.6,0.43,NULL,1
271,มะไฟ,756,มะไฟ,NULL,48,0.7,88.2,0.3,0.3,3.3,2,NULL,NULL,NULL,NULL,NULL,0.8,NULL,NULL,0.09,NULL,10.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,55,NULL,NULL,NULL,0.03,NULL,NULL,NULL,NULL,NULL,1
272,มักกะโรนีหมู,1575,"มักกะโรนี, หมู",163,NULL,5.7,67.3,7,0.8,NULL,47,252,19.22,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,152,NULL,NULL,17,NULL,NULL,NULL,NULL,33,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
273,มังคุด,777,มังคุด,77,NULL,0.5,79.9,0.06,0.22,0.38,8,2,17.7,NULL,NULL,12,0.1,NULL,NULL,0.06,0.11,NULL,NULL,48,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,5,NULL,NULL,NULL,0.09,NULL,NULL,1.6,0.1,17.34,1
274,มันฝรั่งทอด,1439,มันฝรั่งทอด,345,NULL,4.11,33.1,19.25,2.06,1.38,23,339,36.13,NULL,NULL,40,NULL,7.97,NULL,NULL,NULL,NULL,NULL,680,NULL,NULL,NULL,NULL,NULL,NULL,123,NULL,6.46,NULL,5,NULL,4.7,NULL,NULL,NULL,5.3,0.32,NULL,1
696,มันเผา,1926,"มันเทศ, เนื้อสีเหลือง, นึ่ง",122,NULL,0.9,66.5,0.1,1,0.53,27,105,27.3,339,NULL,13,0.68,NULL,NULL,0.03,NULL,NULL,NULL,308,NULL,NULL,NULL,NULL,NULL,NULL,62,28,NULL,13,NULL,NULL,NULL,0.12,NULL,NULL,4.2,0.3,9.42,1
559,มัสมั่นเนื้อ,1470,"แกงมัสมั่น, เนื้อ",NULL,199,14.5,58.2,8.73,3.07,1.93,NULL,649,NULL,NULL,NULL,NULL,NULL,2.69,NULL,NULL,NULL,15.5,NULL,NULL,0.05,1,NULL,NULL,NULL,NULL,NULL,NULL,4.59,NULL,38,NULL,1.05,NULL,NULL,NULL,NULL,NULL,NULL,1
541,มาม่าต้มยำ,181,"บะหมี่กึ่งสำเร็จรูป, พร้อมเครื่องปรุง, รสต้มยำกุ้ง",445,NULL,9,2.2,19.03,8.68,3.17,41,2,57.86,NULL,NULL,NULL,NULL,NULL,NULL,0.04,NULL,NULL,NULL,NULL,NULL,NULL,519,NULL,NULL,NULL,NULL,NULL,6.91,NULL,NULL,NULL,NULL,0.08,NULL,NULL,3.3,NULL,5.15,1
280,ยำรวมมิตรทะเล,1506,ยำรวมมิตรทะเล,82,NULL,9.71,77.3,1.25,3.28,0.46,28,649,7.52,71,NULL,33,NULL,NULL,NULL,0.03,0.12,NULL,NULL,158,NULL,NULL,5,NULL,NULL,NULL,70,11,0.6,1,393,NULL,NULL,0.01,NULL,NULL,0.9,0.86,7.5,1
287,ระกำ,778,ระกำ,NULL,60,0.5,84.5,0.1,0.6,0.4,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2,NULL,14.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
288,รังนก,1784,"รังนก, ในน้ำเชื่อม",60,NULL,0.4,84.6,0.03,0.3,0.08,28,60,14.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3,NULL,9.1,1
602,ราดหน้าหมู,2160,ก๋วยเตี๋ยวเส้นใหญ่ราดหน้าหมู,113,NULL,3,NULL,5,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,NULL,NULL,2
289,ราดหน้าเส้นใหญ่,1531,"ก๋วยเตี๋ยวเส้นใหญ่, ราดหน้า, ไก่",NULL,111,2.95,78.3,5.55,0.95,NULL,30,NULL,NULL,NULL,NULL,NULL,0.15,NULL,NULL,0.1,NULL,12.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,1,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,1
289,ราดหน้าเส้นใหญ่,1530,"ก๋วยเตี๋ยวเส้นใหญ่, ราดหน้า, กุ้ง",NULL,84,2.4,81.6,2.7,0.9,NULL,122,202,NULL,NULL,NULL,NULL,0.2,NULL,NULL,0.08,NULL,12.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,1,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,1
291,ลองกอง,779,ลองกอง,65,NULL,0.9,80.7,0.1,1.9,0.16,6,3,13.79,11,NULL,11,NULL,NULL,NULL,NULL,0.11,NULL,NULL,182,NULL,NULL,NULL,NULL,NULL,NULL,19,1,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,2.6,0.24,15.57,1
292,ลอดช่อง,1642,ลอดช่องน้ำกะทิ,130,NULL,0.79,70.9,3.64,0.5,NULL,4,NULL,22.68,NULL,NULL,NULL,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,0.02,NULL,NULL,1.5,NULL,NULL,1
293,ละมุด,783,"ละมุด, สีดา",NULL,127,1,68.5,1,0.9,0.6,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.28,NULL,28.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,1
293,ละมุด,782,"ละมุด, มะกอก",NULL,35,0.2,91.4,0.2,0.2,0.2,1,NULL,NULL,102,NULL,NULL,0.2,NULL,NULL,0.5,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,8,NULL,26,NULL,NULL,NULL,0.11,NULL,NULL,NULL,NULL,NULL,1
293,ละมุด,781,"ละมุด, ไทย",84,NULL,0.38,76.4,0.62,0.5,0.53,21,NULL,16.5,22,NULL,NULL,0.55,NULL,NULL,0.01,NULL,NULL,NULL,245,NULL,NULL,NULL,NULL,NULL,NULL,7,2,NULL,20,NULL,NULL,NULL,0.03,NULL,NULL,5.6,NULL,17,1
293,ละมุด,780,ละมุด,77,NULL,0.64,75.9,0.54,0.65,0.28,15,20,12.55,18,NULL,10,0.33,NULL,NULL,0.01,0.03,NULL,NULL,155,NULL,NULL,NULL,NULL,NULL,NULL,10,1,NULL,27,NULL,NULL,NULL,0.05,NULL,0.2,9.8,0.07,10.2,1
294,ลางสาด,784,ลางสาด,NULL,67,0.9,82.9,0.1,0.5,0.7,5,NULL,NULL,12,NULL,NULL,1.7,NULL,NULL,0.04,0.09,15.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,1,NULL,24,NULL,NULL,NULL,0.08,NULL,NULL,NULL,0.22,NULL,1
758,ลาบหมู,2200,"ลาบหมู + ผัก",116,NULL,10,NULL,5,NULL,NULL,NULL,639,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.1,NULL,1,2
295,ลาบเนื้อ,1508,"ลาบอีสาน (ลาบเนื้อ)",NULL,122,12.4,74.7,4.3,2.4,2.55,85,NULL,NULL,214,NULL,NULL,3.05,NULL,NULL,0.18,NULL,7.8,NULL,NULL,NULL,NULL,166,NULL,NULL,NULL,122,168,NULL,1,NULL,NULL,NULL,0.05,NULL,NULL,NULL,NULL,NULL,1
296,ลาบเลือด,1507,"ลาบเลือด, อีสาน",NULL,99,15.7,73.9,1.2,2.8,1.8,9,NULL,NULL,NULL,NULL,NULL,3.8,NULL,NULL,1.36,NULL,6.4,NULL,NULL,NULL,NULL,364,NULL,NULL,NULL,141,364,NULL,NULL,NULL,NULL,NULL,0.12,NULL,NULL,NULL,NULL,NULL,1
297,ลำไย,800,"ลำไย, แห้ว",72,NULL,1.2,80.8,0.1,0.8,0.2,7,5,16.2,NULL,NULL,NULL,0.9,NULL,NULL,0.06,0.18,NULL,NULL,277,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL,NULL,NULL,NULL,NULL,NULL,0.01,NULL,0.3,0.9,0.1,NULL,1
297,ลำไย,801,"ลำไย, อีดอ",70,NULL,1.2,81.4,0.1,0.7,0.1,7,5,15.8,NULL,NULL,NULL,1.1,NULL,NULL,0.05,0.18,NULL,NULL,210,NULL,NULL,NULL,NULL,NULL,NULL,39,NULL,NULL,NULL,NULL,NULL,NULL,0.01,NULL,0.3,0.8,0.1,NULL,1
297,ลำไย,798,"ลำไย, เบี้ยวเขียว",70,NULL,1.15,81.6,0.11,0.75,0.45,4,9,15.61,18,NULL,NULL,0.8,NULL,NULL,0.07,0.07,NULL,NULL,222,NULL,NULL,NULL,NULL,NULL,NULL,17,2,NULL,11,NULL,NULL,NULL,0.04,NULL,2.2,0.8,0.12,NULL,1
297,ลำไย,799,"ลำไย, สีชมพู",73,NULL,1.15,80.3,0.13,1.2,0.5,8,11,16.28,NULL,NULL,12,1.1,NULL,NULL,0.07,0.11,NULL,NULL,267,NULL,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL,NULL,NULL,0.01,NULL,0.5,0.9,0.21,NULL,1
297,ลำไย,795,ลำไย,77,NULL,1.17,79.6,0.11,0.73,0.36,7,6,17.35,18,NULL,NULL,0.83,NULL,NULL,0.06,0.13,NULL,NULL,244,NULL,NULL,NULL,NULL,NULL,NULL,36,2,NULL,68,NULL,NULL,NULL,0.01,NULL,NULL,1,0.15,NULL,1
297,ลำไย,796,"ลำไย, กะโหลก",77,NULL,0.9,80.2,0.1,0.6,0.4,4,NULL,17.91,12,NULL,NULL,0.6,NULL,NULL,0.07,NULL,NULL,NULL,208,NULL,NULL,NULL,NULL,NULL,NULL,3,1,NULL,86,NULL,NULL,NULL,0.06,NULL,NULL,0.3,NULL,18.42,1
297,ลำไย,797,"ลำไย, กะโหลกเบี้ยว",75,NULL,1.2,80.2,0.1,0.82,0.21,6,11,16.92,NULL,NULL,8,0.7,NULL,NULL,0.04,0.12,NULL,NULL,105,NULL,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,0.01,NULL,0.1,0.8,0.12,11.4,1
298,ลำไยอบแห้ง,856,"ลำไย, อบแห้ง",NULL,319,4.6,17.8,0.4,2.9,NULL,28,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74.3,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
299,ลิ้นจี่,787,"ลิ้นจี่, จอมใจจักรพรรดิ์",67,NULL,0.8,82.6,0.1,0.4,0.16,2,4,15.29,NULL,NULL,6,0.7,NULL,NULL,0.09,0.1,NULL,NULL,165,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,74,NULL,NULL,NULL,0.01,NULL,2.8,0.8,0.28,15.7,1
299,ลิ้นจี่,788,"ลิ้นจี่, แห้ว",NULL,92,1.1,76.5,NULL,0.5,0.4,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.07,NULL,21.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
299,ลิ้นจี่,789,"ลิ้นจี่, โฮงฮวย",69,NULL,1.1,81.7,0.2,0.6,0.36,3,4,15.16,NULL,NULL,10,1,NULL,NULL,0.09,0.14,NULL,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL,NULL,26,NULL,NULL,NULL,0.01,NULL,0.1,1.2,0.18,14.26,1
299,ลิ้นจี่,786,"ลิ้นจี่, จอมใจกวางเจา",61,NULL,0.9,83.8,0.1,0.4,0.4,4,5,13.6,NULL,NULL,NULL,0.5,NULL,NULL,0.09,0.02,NULL,NULL,129,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,71,NULL,NULL,NULL,0.01,NULL,0.3,1.2,0.2,NULL,1
299,ลิ้นจี่,785,ลิ้นจี่,63,NULL,0.96,83.1,0.16,0.65,0.62,6,1,13.9,NULL,NULL,12,1.02,NULL,NULL,0.1,0.07,NULL,NULL,214,NULL,NULL,NULL,NULL,NULL,NULL,31,NULL,NULL,30,NULL,NULL,NULL,0.02,NULL,NULL,1.2,0.78,17.95,1
301,ลูกชิ้น,1008,"ลูกชิ้นแคะ,  เนื้อผสม (หมู, กุ้ง, ปลา) ผสมเต้าหู้ทอด, นึ่ง",272,NULL,9.9,53.9,19.2,2,2.2,57,346,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,123,NULL,NULL,NULL,NULL,NULL,NULL,195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,1186,"กุ้ง, ลูกชิ้น, ทอด",256,NULL,13.67,51.5,10.3,3.23,1.43,37,719,16.53,NULL,NULL,NULL,NULL,3.6,NULL,NULL,NULL,NULL,NULL,181,NULL,NULL,NULL,NULL,NULL,NULL,170,NULL,2.17,NULL,113,NULL,3.32,NULL,NULL,NULL,NULL,NULL,4.63,1
301,ลูกชิ้น,1007,"ลูกชิ้นแคะ,  เนื้อผสม (หมู, กุ้ง, ปลา) ผสมเต้าหู้ขาว,  นึ่ง",176,NULL,13.2,68.6,11.1,1.2,1.4,41,124,5.9,NULL,NULL,NULL,NULL,6.63,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,176,NULL,2.15,NULL,21,NULL,4.35,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,1185,"กุ้ง, ลูกชิ้น, ลวก",230,NULL,12.67,56.4,7.3,2.8,0.93,30,694,14.9,NULL,NULL,NULL,NULL,2.73,NULL,NULL,NULL,NULL,NULL,128,NULL,NULL,NULL,NULL,NULL,NULL,140,NULL,2.27,NULL,104,NULL,1.51,NULL,NULL,NULL,NULL,NULL,2.93,1
301,ลูกชิ้น,1006,"ลูกชิ้นแคะ, เนื้อผสม (หมู, กุ้ง, ปลา), นึ่ง",244,NULL,11.6,56.4,16.2,2.8,0.7,31,630,13,NULL,NULL,NULL,NULL,9.46,NULL,NULL,NULL,NULL,NULL,63,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,4.18,NULL,43,NULL,2.92,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,1005,"ลูกชิ้น, หมู, เอ็น, ลวก",173,NULL,16.2,66.3,9.93,2.8,1.37,28,636,4.77,NULL,NULL,NULL,NULL,4.75,NULL,NULL,NULL,NULL,NULL,159,NULL,NULL,NULL,NULL,NULL,NULL,159,NULL,2.57,NULL,49,NULL,1.88,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,1193,"ปลา, เส้น, ลูกชิ้น, ลวก",109,NULL,15.23,75.3,4.27,2.87,0.53,28,663,2.33,NULL,NULL,NULL,NULL,1.7,NULL,NULL,NULL,NULL,NULL,123,NULL,NULL,NULL,NULL,NULL,NULL,138,NULL,1.59,NULL,51,NULL,0.45,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,997,"ลูกชิ้น, ไก่, ลวก",161,NULL,15.9,68.8,9.05,2.35,0.55,36,579,3.9,NULL,NULL,NULL,NULL,3.54,NULL,NULL,NULL,NULL,NULL,117,NULL,NULL,NULL,NULL,NULL,NULL,162,NULL,2,NULL,43,NULL,2.07,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,998,"ลูกชิ้น, ไก่, ทอด",188,NULL,15.1,64.1,11,2.6,0.8,36,596,7.2,NULL,NULL,NULL,NULL,2.99,NULL,NULL,NULL,NULL,NULL,136,NULL,NULL,NULL,NULL,NULL,NULL,176,NULL,3.22,NULL,50,NULL,2.9,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,999,"ลูกชิ้น, วัว, ลวก",96,NULL,14.45,75.1,1.63,2.9,3.41,28,714,5.97,NULL,NULL,NULL,NULL,0.61,NULL,NULL,NULL,NULL,NULL,150,NULL,NULL,NULL,NULL,NULL,NULL,161,NULL,0.77,NULL,30,NULL,0.09,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,1004,"ลูกชิ้น, หมู, ลวก",141,NULL,13.23,69.7,6.03,2.73,0.7,30,656,8.33,NULL,NULL,NULL,NULL,2.38,NULL,NULL,NULL,NULL,NULL,140,NULL,NULL,NULL,NULL,NULL,NULL,154,NULL,2.31,NULL,33,NULL,0.76,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,1000,"ลูกชิ้น, วัว, ทอด",120,NULL,15.77,70.7,3.53,3.63,1.2,37,713,6.33,NULL,NULL,NULL,NULL,1.07,NULL,NULL,NULL,NULL,NULL,153,NULL,NULL,NULL,NULL,NULL,NULL,179,NULL,1.18,NULL,28,NULL,1.01,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,1001,"ลูกชิ้น, วัว, ปิ้ง",163,NULL,17.76,61.8,3.09,1.2,NULL,NULL,NULL,15.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3,NULL,NULL,1
301,ลูกชิ้น,1002,"ลูกชิ้น, วัว, เอ็น, ลวก",159,NULL,16.07,67.3,7.87,2.87,1.8,17,688,5.87,NULL,NULL,NULL,NULL,3.42,NULL,NULL,NULL,NULL,NULL,147,NULL,NULL,NULL,NULL,NULL,NULL,176,NULL,3.61,NULL,40,NULL,0.21,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,1003,"ลูกชิ้น, หมู, ทอด",174,NULL,14.73,64.1,8.73,3.27,1.43,33,668,9.17,NULL,NULL,NULL,NULL,3.62,NULL,NULL,NULL,NULL,NULL,168,NULL,NULL,NULL,NULL,NULL,NULL,183,NULL,2.06,NULL,37,NULL,2.15,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,1196,"ปลากราย, ลูกชิ้น",81,NULL,14.55,77.7,1.05,3.45,0.5,68,756,3.25,NULL,NULL,NULL,NULL,0.33,NULL,0.03,NULL,NULL,NULL,NULL,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.55,NULL,54,NULL,0.1,0.03,NULL,NULL,NULL,NULL,0.1,1
301,ลูกชิ้น,1192,"ปลา, ลูกชิ้น, ทอด",130,NULL,16.47,71,5.37,3.27,0.97,42,648,3.9,NULL,NULL,NULL,NULL,1.88,NULL,NULL,NULL,NULL,NULL,119,NULL,NULL,NULL,NULL,NULL,NULL,114,NULL,1.37,NULL,43,NULL,1.93,NULL,NULL,NULL,NULL,NULL,NULL,1
301,ลูกชิ้น,1191,"ปลา, ลูกชิ้น, ลวก",78,NULL,12.8,79.6,0.81,1.96,0.38,28,639,4.81,NULL,NULL,NULL,NULL,0.3,NULL,NULL,NULL,NULL,NULL,116,0.06,0.02,NULL,NULL,NULL,NULL,101,NULL,0.53,NULL,35,NULL,0.22,NULL,NULL,NULL,NULL,NULL,NULL,1
303,ลูกชุบ,1643,ลูกชุบ,111,NULL,3.27,72.2,1.1,0.53,0.6,7,83,21.13,NULL,NULL,NULL,NULL,0.13,NULL,0.01,NULL,NULL,NULL,NULL,0.04,0.13,NULL,NULL,NULL,NULL,NULL,NULL,0.78,NULL,NULL,NULL,0.16,0.04,NULL,NULL,1.8,NULL,NULL,1
304,ลูกตะลิงปลิง,439,"ตะลิงปลิง, ผล",NULL,11,0.3,96.9,NULL,0.3,0.2,1,NULL,NULL,NULL,NULL,NULL,0.7,NULL,NULL,0.09,NULL,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,2,NULL,NULL,NULL,0.03,NULL,NULL,NULL,NULL,NULL,1
305,ลูกตาลเชื่อม,1645,"ลูกตาล, เชื่อม",243,NULL,1.47,38.8,0.1,0.47,NULL,NULL,NULL,59.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
305,ลูกตาลเชื่อม,852,"ลูกตาล, ในน้ำเชื่อม, บรรจุกระป๋อง",91,NULL,0.2,77.1,0.5,0.1,0.07,4,10,20.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,0.03,NULL,NULL,1.4,NULL,13.12,1
305,ลูกตาลเชื่อม,853,"ลูกตาว, ในน้ำเชื่อม, บรรจุกระป๋อง",153,NULL,0.07,60.2,0.05,0.09,0.11,5,6,36.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.8,NULL,36.95,1
